district_id,cycle,incumb_status,incumbent_name,challenger_name
CA-32,2026,Incumbent,"SHERMAN, BRAD","THOMPSON, LARRY"
CA-33,2026,Incumbent,"AGUILAR, PETE","WEEMS, EUGENE LAMONTE"
CA-34,2026,Incumbent,"BECERRA, XAVIER",
CA-35,2026,Incumbent,"TORRES, NORMA","CARGILE, MIKE"
CA-36,2026,Incumbent,"LIEU, TED","TOOMIM, LEAH MELISSA"
CA-37,2026,Incumbent,"KAMLAGER-DOVE, SYDNEY",
CA-38,2026,Challenger,,"SOLIS, HILDA"
CA-39,2026,Incumbent,"TAKANO, MARK","SERPA, DAVID"
CA-40,2026,Challenger,"KIM, YOUNG","VARET, ESTHER KIM"
CA-41,2026,Incumbent,"SANCHEZ, LINDA","CLEMMONS, MITCHELL"
CA-42,2026,Incumbent,"GARCIA, ROBERT","BURLEY, BRIAN J MR."
CA-43,2026,Incumbent,"WATERS, MAXINE MS",
CA-44,2026,Incumbent,"BARRAGAN, NANETTE","ANGEL, GENEVIEVE"
CA-45,2026,Incumbent,"TRAN, DEREK","STEEL, MICHELLE"
CA-46,2026,Incumbent,"CORREA, LOU","PAN, DAVID"
CA-47,2026,Incumbent,"MIN, DAVE","MAXSENTI, MICHAEL"
CA-48,2026,Open,,"RIKER, BRANDON"
CA-49,2026,Incumbent,"LEVIN, MIKE","PARKER, STAR L"
CA-50,2026,Incumbent,"PETERS, SCOTT",
CA-51,2026,Incumbent,"JACOBS, SARA","WELLS, BILL D."
CA-52,2026,Incumbent,"VARGAS, JUAN C.","BELLE, JEFFERY MR"
CA-53,2026,Open,,"KUTNER, ERIC ROGER"
CO-01,2026,Incumbent,"DEGETTE, DIANA L","ARCHULETA, VALDAMAR"
CO-02,2026,Incumbent,"NEGUSE, JOSEPH","DAWSON, MARSHALL"
CO-03,2026,Challenger,"HURD, JEFFREY","KELLOFF, ALEXANDER GEORGE"
CO-04,2026,Challenger,"BOEBERT, LAUREN","LAUBACHER, EILEEN"
CO-05,2026,Challenger,"CRANK, JEFF","KILLIN, JESSICA WILLOW"
CO-06,2026,Incumbent,"CROW, JASON","TEWAHADE, BEMELEKOT W"
CO-07,2026,Incumbent,"PETTERSEN, BRITTANY LOUISE","BENNETT, TIMOTHY"
CO-08,2026,Challenger,"EVANS, TIMOTHY GABRIEL JOSEPH","RUTINEL, MANNY"
CT-01,2026,Incumbent,"LARSON, JOHN B","CHAI, AMY FOGELSTROM DR"
CT-02,2026,Incumbent,"COURTNEY, JOSEPH","AUSTIN, GEORGE PATRICK"
CT-03,2026,Incumbent,"DELAURO, ROSA L","LANCIA, CHRISTOPHER JOHN MR."
CT-04,2026,Incumbent,"HIMES, JIM","MIRESSI, DAN"
CT-05,2026,Incumbent,"HAYES, JAHANA","SHEA, CHRIS"
DC-00,2026,Open,,"PINTO, BROOKE"
DE-00,2026,Incumbent,"MCBRIDE, SARAH ELIZABETH","HALL, DONYALE LONDON"
FL-01,2026,Challenger,"PATRONIS, JIMMY JR.","VALIMONT, JENNIFER GAY"
FL-02,2026,Open,,"ZATESLO, NICHOLAS"
FL-03,2026,Challenger,"CAMMACK, KAT","HARP, SETH ALLAN"
FL-04,2026,Challenger,"BEAN, AARON P.","KIRWAN, MICHAEL"
FL-05,2026,Challenger,"RUTHERFORD, JOHN","GRAGE, RACHEL"
FL-06,2026,Challenger,"FINE, RANDY","WEIL, JOSHUA JOSEPH"
FL-07,2026,Challenger,"MILLS, CORY","DALTON, BALE"
FL-08,2026,Challenger,"HARIDOPOLOS, MIKE","JENKINS, JENNIFER"
FL-09,2026,Incumbent,"SOTO, DARREN","CHALIFOUX, THOMAS E. COLONEL JR."
FL-10,2026,Incumbent,"FROST, MAXWELL ALEJANDRO","MONTAGUE, WILLIE"
FL-11,2026,Open,,"HALL, BARBARA BARBIE HARDEN"
FL-12,2026,Challenger,"BILIRAKIS, GUS M","MCAULEY, DARREN"
FL-13,2026,Challenger,"PAULINA LUNA, ANNA","FORD, EARLE"
FL-14,2026,Incumbent,"CASTOR, KATHY","STEELE, KEVIN"
FL-15,2026,Challenger,"LEE, LAUREL","PEOPLE, ROBERT"
FL-16,2026,Open,,"KIRSCHNER, KELLY"
FL-17,2026,Challenger,"STEUBE, GREG","MONTAVON, MATTHEW"
FL-18,2026,Challenger,"FRANKLIN, SCOTT MR.","GIBSON, CURTIS"
FL-19,2026,Open,,"SAPP, HOWARD"
FL-20,2026,Incumbent,"WASSERMAN SCHULTZ, DEBBIE","JOSEPH, RODENAY MR."
FL-21,2026,Challenger,"MAST, BRIAN","TAYLOR, BERNARD"
FL-22,2026,Challenger,"CARBONARA, MICHAEL","DANDIYA, PIA"
FL-23,2026,Incumbent,"FRANKEL, LOIS J.","ADEIMY, DEBORAH"
FL-24,2026,Challenger,"BROWN, TE","MOISE, RUDOLPH DR."
FL-25,2026,Incumbent,"MOSKOWITZ, JARED","SINGER, SCOTT M."
FL-26,2026,Challenger,"DIAZ-BALART, MARIO","LOCKLIN, NICOLE"
FL-27,2026,Challenger,"SALAZAR, MARIA ELVIRA","LAMONDIN, RICHARD"
FL-28,2026,Challenger,"GIMENEZ, CARLOS","MUJICA, HECTOR DANIEL"
GA-01,2026,Open,,"HOLLOWELL, AMANDA"
GA-02,2026,Incumbent,"BISHOP, SANFORD","DAY, MATT"
GA-03,2026,Challenger,"JACK, BRIAN","JOHNSON, GEORGE MELVILLE MR"
GA-04,2026,Incumbent,"JOHNSON, HENRY C. 'HANK'",
GA-05,2026,Incumbent,"WILLIAMS, NIKEMA N.","ZIMM, CHRISTIAN GERARD"
GA-06,2026,Incumbent,"MCBATH, LUCIA KAY MS.","PINKER, JUSTIN"
GA-07,2026,Challenger,"MCCORMICK, RICHARD DEAN DR.","KOZYCKI, ANTHONY LAWRENCE"
GA-08,2026,Challenger,"SCOTT, JAMES AUSTIN","ESTI, KELLY DR"
GA-09,2026,Challenger,"COUVILLON, SAM","ALEX, NICHOLAS FRANCIS MR."
GA-10,2026,Open,,"DOHERTY, ALEXANDRA"
GA-11,2026,Open,,"HARDEN, CHRISTOPHER MATTHEW"
GA-12,2026,Challenger,"ALLEN, RICHARD W","WOODSON, BRIANNA COURTNEY ESTELLE"
GA-13,2026,Challenger,"PARK, FAYTH","CLARK, JASMINE"
GA-14,2026,Open,,"HARRIS, SHAWN"
GA-23,2026,Open,,
GU-00,2026,Challenger,"MOYLAN, JAMES C.","LIMTIACO, ALICIA ANNE GARRIDO"
HI-01,2026,Challenger,"CURTIS, RON","KEOHOKALOLE, JARRETT"
HI-02,2026,Incumbent,"TOKUDA, JILL NAOMI","AWA, BRENTON"
IA-01,2026,Challenger,"MILLER-MEEKS, MARIANNETTE JANE","BOHANNAN, CHRISTINA"
IA-02,2026,Open,,"JAMES, LINDSAY"
IA-03,2026,Challenger,"NUNN, ZACH","TRONE GARRIOTT, SARAH"
IA-04,2026,Open,,"DAWSON, DAVE"
ID-01,2026,Challenger,"FULCHER, RUSSELL","PETERSON, KAYLEE JADE"
ID-02,2026,Challenger,"SIMPSON, MICHAEL","GILBREATH, ELINOR"
IL-01,2026,Incumbent,"JACKSON, JONATHAN","MAXWELL, CHRISTIAN"
IL-02,2026,Incumbent,"KELLY, ROBIN","COLEMAN, CALVIN"
IL-03,2026,Incumbent,"RAMIREZ, DELIA","OAKLEY, ANGEL"
IL-04,2026,Incumbent,"GARCIA, JESUS",
IL-05,2026,Incumbent,"QUIGLEY, MIKE",
IL-06,2026,Incumbent,"CASTEN, SEAN","CONFORTI, NIKI"
IL-07,2026,Open,,"FRIEDMAN, JASON"
IL-08,2026,Incumbent,"KRISHNAMOORTHI, S. RAJA","DAVIS, JENNIFER"
IL-09,2026,Open,,"ABUGHAZALEH, KATHERINE M."
IL-10,2026,Incumbent,"SCHNEIDER, BRADLEY S.","BENNETT, DOUGLAS R 1963"
IL-11,2026,Incumbent,"FOSTER, G. WILLIAM (BILL)","WALTER, JEFFREY D"
IL-12,2026,Challenger,"BOST, MICHAEL","COSTELLO, JERRY F"
IL-13,2026,Incumbent,"BUDZINSKI, NIKKI","WILSON, JEFF"
IL-14,2026,Incumbent,"UNDERWOOD, LAUREN","MARTER, JAMES THOMAS"
IL-15,2026,Challenger,"MILLER, MARY","DAVIS, PAUL R DR. JR"
IL-16,2026,Challenger,"LAHOOD, DARIN MCKAY","NOLLEY, PAUL"
IL-17,2026,Incumbent,"SORENSEN, ERIC","VANCIL, DILLAN"
IL-18,2026,Open,,
IN-01,2026,Incumbent,"MRVAN, FRANK J.","REGNITZ, BARB"
IN-02,2026,Challenger,"YAKYM, RUDY C. III","DECIO, JAMEE MS."
IN-03,2026,Challenger,"BANKS, JAMES E HON.","THOMPSON, KELLY ELIZABETH"
IN-04,2026,Challenger,"BAIRD, JAMES R DR.","COX, DREW"
IN-05,2026,Challenger,"SPARTZ, VICTORIA","FORD, JAMES (J.D.) DAVID"
IN-06,2026,Challenger,"SHREVE, JEFFERSON","WIRTH, CYNTHIA (CINDE)"
IN-07,2026,Incumbent,"CARSON, ANDRE",
IN-08,2026,Challenger,"MESSMER, MARK MR.","ALLEN, MARY THERESA"
IN-09,2026,Challenger,"YOUNG, TODD CHRISTOPHER","PECK, TIMOTHY"
KS-00,2026,Open,,
KS-01,2026,Challenger,"MANN, TRACEY ROBERT","MCROBERTS, KENNETH COLIN"
KS-02,2026,Challenger,"SCHMIDT, DEREK","COOVER, DON"
KS-03,2026,Incumbent,"DAVIDS, SHARICE","REDDY, PRASANTH DR."
KS-04,2026,Challenger,"ESTES, RON","TYNDELL, KATY"
KY-01,2026,Challenger,"COMER, JAMES","WILLIAMS, JOHN ANDREW"
KY-02,2026,Challenger,"GUTHRIE, S. BRETT BRETT HON.","COMPTON, WILLIAM DAKOTA"
KY-03,2026,Incumbent,"MCGARVEY, MORGAN","RODRIGUEZ, MARIA TERESA"
KY-04,2026,Challenger,"MASSIE, THOMAS H.","STRANGE, MELISSA CLAIRE"
KY-05,2026,Challenger,"ROGERS, HAROLD DALLAS","PILLERSDORF, NED"
KY-06,2026,Open,,"DEMBO, ZACH"
LA-01,2026,Challenger,"SCALISE, STEVE MR","JEWETT, LAUREN"
LA-02,2026,Incumbent,"CARTER, TROY A. SR.","LYNCH, CHRISTY MS"
LA-03,2026,Challenger,"HIGGINS, CLAY CAPTAIN","DAY, JOHN DAVID"
LA-04,2026,Challenger,"JOHNSON, JAMES MICHAEL","GROMLICH, MATTHEW"
LA-05,2026,Open,,"MCKAY, DAN"
LA-06,2026,Incumbent,"FIELDS, CLEO","GRAVES, GARRET"
MA-01,2026,Incumbent,"NEAL, RICHARD E","BECH, NATHAN ALEXANDER"
MA-02,2026,Incumbent,"MCGOVERN, JAMES P","POWERS, KEVIN WILLIAM"
MA-03,2026,Incumbent,"TRAHAN, LORI","GROSSI, GARY J."
MA-04,2026,Incumbent,"AUCHINCLOSS, JAKE","STALCUP, THOMAS PHD"
MA-05,2026,Incumbent,"CLARK, KATHERINE",
MA-06,2026,Incumbent,"MOULTON, SETH","JONES, MICAH Q."
MA-07,2026,Incumbent,"PRESSLEY, AYANNA",
MA-08,2026,Incumbent,"LYNCH, STEPHEN",
MA-09,2026,Incumbent,"KEATING, WILLIAM R","MACALLISTER, ROBERT TYLER"
MD-01,2026,Challenger,"HARRIS, ANDREW P","SCHWARTZ, DANIEL"
MD-02,2026,Incumbent,"OLSZEWSKI, JOHN ANTHONY JR.","WALLACE, DAVID DRAIN II"
MD-03,2026,Incumbent,"ELFRETH, SARAH KELLY","FLOWERS, BERNARD"
MD-04,2026,Challenger,,"IVEY, GLENN FREDERICK"
MD-05,2026,Open,,"BAREEBE, QUINCY"
MD-06,2026,Challenger,"FICKER, ROBIN","TRONE, DAVID"
MD-07,2026,Incumbent,"MFUME, KWEISI",
MD-08,2026,Incumbent,"RASKIN, JAMIE","RILEY, CHERYL"
ME-01,2026,Incumbent,"PINGREE, CHELLIE M","RUSSELL, RONALD CHARLES MR."
ME-02,2026,Open,,"WOOD, JORDAN"
MI-01,2026,Challenger,"DENOTTER, MATTHEW","BARR, CALLIE"
MI-02,2026,Challenger,"MOOLENAAR, JOHN MR.","AMBROSE, BENJAMIN"
MI-03,2026,Incumbent,"SCHOLTEN, HILLARY","DEBOER, TERRI"
MI-04,2026,Challenger,"HUIZENGA, WILLIAM P","MCCANN, SEAN"
MI-05,2026,Challenger,"WALBERG, TIMOTHY L REP","VUKASOVICH, CHRISTIAN A"
MI-06,2026,Incumbent,"DINGELL, DEBBIE",
MI-07,2026,Challenger,"BARRETT, THOMAS MORE","BRINK,, BRIDGET"
MI-08,2026,Incumbent,"MCDONALD RIVET, KRISTEN","HASSAN, AMIR"
MI-09,2026,Challenger,"MCCLAIN, LISA","ST MOSLEY, CLINTON"
MI-10,2026,Open,,"CHUNG, ERIC"
MI-11,2026,Incumbent,"STEVENS, HALEY","BAKER, ETHAN D"
MI-12,2026,Incumbent,"TLAIB, RASHIDA","HOOPER, JAMES D"
MI-13,2026,Incumbent,"THANEDAR, SHRI","BIVINGS, MARTELL DE'ANGELO"
MI-14,2026,Challenger,,"PETERS, GARY"
MN-01,2026,Challenger,"FINSTAD, BRAD","JOHNSON, JACOB"
MN-02,2026,Incumbent,"CRAIG, ANGELA DAWN","KISTNER, TYLER"
MN-03,2026,Incumbent,"MORRISON, KELLY LOUISE","WEILER, TOM"
MN-04,2026,Incumbent,"MCCOLLUM, BETTY","XIONG, PAUL"
MN-05,2026,Incumbent,"OMAR, ILHAN","AL-AQIDI, DALIA"
MN-06,2026,Challenger,"EMMER, THOMAS EARL JR.","CHAPIN, DOUG"
MN-07,2026,Challenger,"FISCHBACH, MICHELLE","OSBERG, ERIK"
MN-08,2026,Challenger,"STAUBER, PETER ALLEN","SWANSON, TRINA"
MO-00,2026,Open,,
MO-01,2026,Incumbent,"BELL, WESLEY",
MO-02,2026,Challenger,"WAGNER, ANN L.","WELLMAN, FREDERICK PAUL"
MO-03,2026,Challenger,"ONDER JR, ROBERT FRANK","MANN, BETHANY"
MO-04,2026,Challenger,"ALFORD, MARK","GRAY, HARTZELL"
MO-05,2026,Incumbent,"CLEAVER II, EMANUEL","BURKS, TAYLOR"
MO-06,2026,Open,,"SMEAD, JOSH"
MO-07,2026,Challenger,"BURLISON, ERIC","HESKETH, MISSI"
MO-08,2026,Challenger,"SMITH, JASON T","BARNITZ, FRANK A"
MP-00,2026,Incumbent,"SABLAN, GREGORIO KILILI CAMACHO REP.",
MP-01,2026,Challenger,"KING-HINDS, KIMBERLYN KAY","PROPST, EDWIN KENNETH"
MS-01,2026,Challenger,"KELLY, JOHN TRENT","JOHNSON, CLIFF"
MS-02,2026,Incumbent,"THOMPSON, BENNIE G.","WILSON, KEVIN"
MS-03,2026,Challenger,"GUEST, MICHAEL PATRICK","CHIARADIO, MICHAEL ALEXIS"
MS-04,2026,Challenger,"EZELL, WALTER MICHAEL","HULUM, JEFFREY III"
MT-00,2026,Open,,"WILLIAMS, KATHLEEN"
MT-01,2026,Open,,"FORSTAG, SAMUEL KELLEY"
MT-02,2026,Challenger,"DOWNING, TROY","MILLER, BRIAN JAMES"
NC-01,2026,Incumbent,"DAVIS, DON","ROBERSON, SANDY"
NC-02,2026,Incumbent,"ROSS, DEBORAH","HOLDING, GEORGE E MR."
NC-03,2026,Challenger,"MURPHY, GREGORY FRANCIS DR.","JASLOW, ALLISON"
NC-04,2026,Challenger,"GANORKAR, MAHESH","ALLAM, NIDA"
NC-05,2026,Challenger,"FOXX, VIRGINIA ANN","HUBBARD, CHUCK"
NC-06,2026,Challenger,"MCDOWELL, ADDISON","JEFFERSON, CYRIL"
NC-07,2026,Challenger,"ROUZER, DAVID","HARDY, KIMBERLY DR."
NC-08,2026,Challenger,"HARRIS, MARK E","OPPENHEIM, JESSE"
NC-09,2026,Challenger,"HUDSON, RICHARD L. JR.","OJEDA, RICHARD N."
NC-10,2026,Challenger,"HARRIGAN, PAT","BELL, ASHLEY"
NC-11,2026,Challenger,"EDWARDS, CHUCK","AGER, JAMIE"
NC-12,2026,Incumbent,"ADAMS, ALMA SHEALEY","CODIGA, JOHN JACK"
NC-13,2026,Incumbent,"NICKEL, WILEY","BUDD, THEODORE P."
NC-14,2026,Challenger,"MOORE, TIM","CALDWELL, BRENT"
ND-00,2026,Challenger,"CRAMER, KEVIN MR.","HAMMER, TRYGVE"
NE-01,2026,Challenger,"FLOOD, MIKE","BACKEMEYER, CHRISTOPHER"
NE-02,2026,Open,,"POWELL, DENISE"
NE-03,2026,Challenger,"SMITH, ADRIAN","STILLE, BECKY LYNN"
NH-01,2026,Incumbent,"PAPPAS, CHRIS","DILORENZO, ANTHONY"
NH-02,2026,Incumbent,"GOODLANDER, MAGGIE","WILLIAMS, LILY TANG"
NJ-01,2026,Incumbent,"NORCROSS, DONALD W","GALDO, DAMON"
NJ-02,2026,Challenger,"VAN DREW, JEFF MR","WINDER, BAYLY PHILIP CHRISTOPER"
NJ-03,2026,Incumbent,"KIM, ANDY","MCGUIRE, MICHAEL PATRICK"
NJ-04,2026,Challenger,"SMITH, CHRISTOPHER H","PEACE, RACHEL"
NJ-05,2026,Incumbent,"GOTTHEIMER, JOSH","GUINCHARD, MARY JO-ANN"
NJ-06,2026,Incumbent,"PALLONE, FRANK JR","HERZIG, HILLARY"
NJ-07,2026,Challenger,"KEAN, THOMAS H. JR.","BENNETT, REBECCA"
NJ-08,2026,Challenger,"VALDES, ANTHONY","MENENDEZ, ROBERT"
NJ-09,2026,Incumbent,"POU, NELIDA","PINO, ROSEMARY"
NJ-10,2026,Incumbent,"MCIVER, LAMONICA","BUCCO, CARMEN"
NJ-11,2026,Incumbent,"MEJIA, ANALILIA","HATHAWAY, JOE"
NJ-12,2026,Open,,"HAMAWY, ADAM"
NM-01,2026,Challenger,"OKPAREKE, NDIDIAMAKA","HEINRICH, MARTIN"
NM-02,2026,Incumbent,"VASQUEZ, GABRIEL","CUNNINGHAM, GREG"
NM-03,2026,Incumbent,"LUJAN, BEN R MR.","ZAMORA, MARTIN R"
NM-66,2026,Open,,
NV-01,2026,Incumbent,"TITUS, DINA","BUCK, CARRIE"
NV-02,2026,Open,,"KIDD, GREG"
NV-03,2026,Incumbent,"ROSEN, JACKY","O'DONNELL, MARTY"
NV-04,2026,Incumbent,"HORSFORD, STEVEN ALEXZANDER","WHIPPLE, CODY K"
NY-00,2026,Open,,
NY-01,2026,Challenger,"NICK, LALOTA","GALLANT, CHRISTOPHER"
NY-02,2026,Challenger,"GARBARINO, ANDREW","HALPIN, PATRICK"
NY-03,2026,Incumbent,"SUOZZI, THOMAS","LIPETRI, MIKE"
NY-04,2026,Challenger,"SUBER WILLIAMS, MARVIN","GILLEN, LAURA"
NY-05,2026,Incumbent,"MEEKS, GREGORY W.",
NY-06,2026,Incumbent,"MENG, GRACE","CHOU, JOSEPH"
NY-07,2026,Open,,"VALDEZ, CLAIRE"
NY-08,2026,Incumbent,"JEFFRIES, HAKEEM",
NY-09,2026,Incumbent,"CLARKE, YVETTE D","DEPALIS, JEAN FRITZNER"
NY-10,2026,Incumbent,"GOLDMAN, DANIEL","HAMDAN, BENINE"
NY-11,2026,Challenger,"MALLIOTAKIS, NICOLE","ZIOGAS, ALLISON"
NY-12,2026,Open,,"CONWAY, GEORGE"
NY-13,2026,Incumbent,"ESPAILLAT, ADRIANO",
NY-14,2026,Incumbent,"OCASIO-CORTEZ, ALEXANDRIA","FORTE, TINA"
NY-15,2026,Incumbent,"TORRES, RITCHIE JOHN","FAULKNER , MICHEL"
NY-16,2026,Incumbent,"LATIMER, GEORGE","FLISSER, MIRIAM LEVITT"
NY-17,2026,Challenger,"LAWLER, MICHAEL VINCENT","CHATZKY, PETER"
NY-18,2026,Incumbent,"RYAN, PATRICK","AURINGER, JACKIE MARY"
NY-19,2026,Incumbent,"RILEY, JOSH","OBERACKER, PETER KARL JR"
NY-20,2026,Incumbent,"TONKO, PAUL DAVID","AMBROSIO, RALPH"
NY-21,2026,Open,,"GENDEBIEN, BLAKE"
NY-22,2026,Incumbent,"MANNION, JOHN W","BULLER, KAILEE"
NY-23,2026,Challenger,"LANGWORTHY, NICK","GIES, AARON DR."
NY-24,2026,Challenger,"TENNEY, CLAUDIA","ELLMAN, ALISSA"
NY-25,2026,Incumbent,"MORELLE, JOSEPH D","SADWICK, GREGG ANTHONY MR"
NY-26,2026,Incumbent,"KENNEDY, TIMOTHY",
NY-27,2026,Open,,
NY-29,2026,Challenger,,"LAFALCE, JOHN J"
OH-01,2026,Incumbent,"LANDSMAN, GREG","CONROY, ERIC"
OH-02,2026,Open,,"WESSELS, HERMANN JOSEPH MR. JR"
OH-03,2026,Incumbent,"BEATTY, JOYCE",
OH-04,2026,Challenger,"JORDAN, JAMES D.","KOLASINSKI, JOSHUA"
OH-05,2026,Challenger,"LATTA, ROBERT EDWARD","HEBERLING, MARTIN MATHIAS MR. III"
OH-06,2026,Challenger,"RULLI, MICHAEL","VITUS, ADRIAN J"
OH-07,2026,Challenger,"MILLER, MAX","FITZGERALD, EDWARD O'DONNELL"
OH-08,2026,Challenger,"DAVIDSON, WARREN","GRANT, MADARIS"
OH-09,2026,Incumbent,"KAPTUR, MARCY HON. M.C.","MERRIN, DEREK"
OH-10,2026,Challenger,"TURNER, MICHAEL R REP.","KNICKERBOCKER, KRISTINA"
OH-11,2026,Incumbent,"BROWN, M SHONTEL","SCHULZ, JONAH"
OH-12,2026,Open,,"MILLER, ADAM CLAY"
OH-13,2026,Incumbent,"SYKES, EMILIA","COLEMAN, CAREY"
OH-14,2026,Challenger,"JOYCE, DAVID P.","JUKIC, MARIA"
OH-15,2026,Challenger,"CAREY, MIKE","MILLER, ADAM CLAY"
OH-16,2026,Open,,
OK-01,2026,Open,,"CROISANT, JOHN THOMAS"
OK-02,2026,Challenger,"MULLIN, MARKWAYNE MR.","BOREN, DAVID DANIEL"
OK-03,2026,Challenger,"LUCAS, FRANK D.","ROBERSON, JULES"
OK-04,2026,Challenger,"COLE, TOM","PIXLEY, JEFFREY"
OK-05,2026,Challenger,"BICE, STEPHANIE","NELSON, JENA"
OR-01,2026,Incumbent,"BONAMICI, SUZANNE MS.","KAHL, BARBARA J DR DVM"
OR-02,2026,Challenger,"BENTZ, CLIFF","RASMUSSEN, DAWN"
OR-03,2026,Incumbent,"DEXTER, MAXINE","HARBOUR, JOANNA"
OR-04,2026,Incumbent,"HOYLE, VALERIE","DESPAIN, MONIQUE"
OR-05,2026,Incumbent,"BYNUM, JANELLE","CHAVEZ-DEREMER, LORI"
OR-06,2026,Incumbent,"SALINAS, ANDREA","ERICKSON, MIKE"
PA-00,2026,Open,,
PA-01,2026,Challenger,"FITZPATRICK, BRIAN","HARVIE, ROBERT J"
PA-02,2026,Incumbent,"BOYLE, BRENDAN F","BASHIR, AARON"
PA-03,2026,Open,,"RABB, CHRISTOPHER M."
PA-04,2026,Incumbent,"DEAN, MADELEINE","AYOUAZ, ISMAINE MR"
PA-05,2026,Incumbent,"SCANLON, MARY GAY","DEVAUGHN-GOODWIN, ALFEIA"
PA-06,2026,Incumbent,"HOULAHAN, CHRISSY","YOUNG, MARTIN"
PA-07,2026,Challenger,"MACKENZIE, RYAN EDWARD","CROSSWELL, RYAN"
PA-08,2026,Challenger,"BRESNAHAN, ROB","COGNETTI, PAIGE"
PA-09,2026,Challenger,"MEUSER, DANIEL","WALLACE, RACHEL"
PA-10,2026,Challenger,"PERRY, SCOTT","STELSON, JANELLE"
