cycle,district_id,checkpoint_date,pvi,abs_pvi,incumb_status,cook_ordinal,cand_ratio_t,r_ratio_t,generic_ballot,party_share_final,funded
2012,AL-02,2012-08-07,-17.48894147961364,17.48894147961364,Challenger,-3,0.00016412419979601852,0.0034226662690138585,1.2,0.0,0
2012,AL-03,2012-08-07,-19.224766238484722,19.224766238484722,Challenger,-3,0.00031803323741453384,0.004425710592462829,1.2,0.0,0
2012,AL-04,2012-08-07,-32.99150514498746,32.99150514498746,Challenger,-3,0.0,0.0048242882306931975,1.2,0.0,0
2012,AL-05,2012-08-07,-17.288279129804017,17.288279129804017,Challenger,-3,0.0011310008646549386,0.004150375382792805,1.2,0.0,0
2012,AL-06,2012-08-07,-19.298201595586924,19.298201595586924,Challenger,-3,0.00011160735547179201,0.01750837471458739,1.2,0.0,0
2012,AL-07,2012-08-07,14.226682719477429,14.226682719477429,Incumbent,3,0.004025146243853755,9.422758697396728e-05,1.2,0.0,0
2012,AR-01,2012-08-07,-21.391296630854292,21.391296630854292,Challenger,-3,0.002842691397910013,0.00342575521032465,1.2,0.00016901529254037033,0
2012,AR-02,2012-08-07,-9.052831282224066,9.052831282224066,Challenger,-3,0.00033896102882738496,0.005566331258804545,1.2,0.0,0
2012,AR-03,2012-08-07,-15.476863151334888,15.476863151334888,Challenger,-3,0.0003421942489181074,0.0017238962654089946,1.2,0.0,0
2012,AR-04,2012-08-07,-18.710195024103218,18.710195024103218,Incumbent,-3,0.003279497228687195,0.007516659455460967,1.2,0.0,0
2012,AZ-01,2012-08-07,-2.448492787482301,2.448492787482301,Challenger,-1,0.0036696019271473266,0.0021875960537424736,1.2,0.019878191849878626,1
2012,AZ-02,2012-08-07,-6.433271888721167,6.433271888721167,Open,-2,0.009347248755836625,0.0024004170083962374,1.2,0.00877637285125193,1
2012,AZ-03,2012-08-07,24.623777496420452,24.623777496420452,Incumbent,3,0.003102527305262078,0.0009373877944989867,1.2,0.0,0
2012,AZ-05,2012-08-07,-11.63027765524259,11.63027765524259,Challenger,-3,2.3514985021063033e-05,0.0034753824791035432,1.2,0.0,0
2012,AZ-06,2012-08-07,-3.0859031340330274,3.0859031340330274,Open,-1,0.00010575957371635329,0.0,1.2,0.0,0
2012,AZ-07,2012-08-07,15.636005284412564,15.636005284412564,Incumbent,3,0.0044215839105889955,3.874313305611827e-05,1.2,0.0,0
2012,AZ-08,2012-08-07,-10.181826844449171,10.181826844449171,Incumbent,-2,0.006713889797644621,0.002199058497551537,1.2,3.1617824457960845e-06,0
2012,AZ-09,2012-08-07,-15.971098802177186,15.971098802177186,Challenger,-3,0.0018771092421237493,0.0010368169963968748,1.2,0.02101579704761509,1
2012,CA-01,2012-08-07,-12.4413722392534,12.4413722392534,Challenger,-3,0.0005742410527426707,0.00278126063723331,1.2,0.0,0
2012,CA-02,2012-08-07,23.304486035062574,23.304486035062574,Open,3,0.0,0.004554651260910892,1.2,0.0,0
2012,CA-03,2012-08-07,-4.260867603951912,4.260867603951912,Incumbent,0,0.007176485881381431,0.0029632293010916962,1.2,0.0006146584792863192,0
2012,CA-04,2012-08-07,16.90863605237989,16.90863605237989,Challenger,3,9.216186010391917e-05,0.00538423326333555,1.2,0.0,0
2012,CA-05,2012-08-07,-8.888000805717656,8.888000805717656,Incumbent,-2,0.00809718316135948,3.9617998595707545e-05,1.2,0.0,0
2012,CA-06,2012-08-07,7.578196341651678,7.578196341651678,Incumbent,2,0.0035221306985126826,0.0001293423473081425,1.2,0.0,0
2012,CA-07,2012-08-07,18.0949623630077,18.0949623630077,Challenger,3,0.0038767394487336853,0.00493450149947136,1.2,0.03810265632424527,1
2012,CA-08,2012-08-07,26.86109662816917,26.86109662816917,Challenger,3,0.00015785452892338957,0.004426554581220721,1.2,0.0,0
2012,CA-09,2012-08-07,4.989054547840372,4.989054547840372,Incumbent,2,0.0041726306652951255,0.0058314724989972306,1.2,0.005233925581254993,1
2012,CA-10,2012-08-07,18.00449331076005,18.00449331076005,Challenger,3,0.0027017312404412673,0.004799522946536909,1.2,0.026607815543207604,1
2012,CA-11,2012-08-07,37.65186614121579,37.65186614121579,Incumbent,3,0.004250356366814523,0.0010672412928932262,1.2,0.0,0
2012,CA-12,2012-08-07,40.46856696126791,40.46856696126791,Incumbent,3,0.011572251258685743,0.0002614958852408095,1.2,0.0,0
2012,CA-13,2012-08-07,4.383782670392684,4.383782670392684,Incumbent,2,0.00535866111273391,0.0,1.2,0.0005968526813755775,0
2012,CA-14,2012-08-07,22.448767455138224,22.448767455138224,Incumbent,3,0.004344035329517334,4.654309933436394e-05,1.2,0.0,0
2012,CA-15,2012-08-07,28.539933135818373,28.539933135818373,Incumbent,3,0.0037204879861764124,7.565008004430573e-05,1.2,0.00033123144757650887,0
2012,CA-16,2012-08-07,26.442084135142792,26.442084135142792,Incumbent,3,0.004654219057453899,0.001128198094970877,1.2,4.26523441424986e-05,0
2012,CA-17,2012-08-07,24.68124762453286,24.68124762453286,Incumbent,3,0.00423472892585252,0.00015583041553412887,1.2,0.0,0
2012,CA-18,2012-08-07,22.530887217829346,22.530887217829346,Incumbent,3,0.00766772095206196,4.5835740335482085e-05,1.2,0.0,0
2012,CA-19,2012-08-07,18.97607047198322,18.97607047198322,Incumbent,3,0.0031194835706291235,0.0003015624392651731,1.2,0.0,0
2012,CA-20,2012-08-07,-16.1928793689232,16.1928793689232,Incumbent,-3,0.00251706078800987,5.936763026329802e-07,1.2,0.0,0
2012,CA-21,2012-08-07,9.24463230357992,9.24463230357992,Challenger,2,0.0023130988030720624,0.001325258557803324,1.2,0.0,0
2012,CA-22,2012-08-07,5.826128820806293,5.826128820806293,Challenger,1,0.0009303609407297375,0.00640842839277063,1.2,0.0,0
2012,CA-23,2012-08-07,-8.137760237717675,8.137760237717675,Open,-2,0.0,0.019884932461846642,1.2,9.020069324461847e-05,0
2012,CA-24,2012-08-07,12.509524773144115,12.509524773144115,Incumbent,3,0.008405874277599,0.008964110771595939,1.2,0.00416095334715525,1
2012,CA-25,2012-08-07,6.785435303968063,6.785435303968063,Challenger,1,0.001355001459867221,0.007835435700522341,1.2,0.00019724649544217268,0
2012,CA-26,2012-08-07,8.003792259311972,8.003792259311972,Challenger,2,0.004217271684702436,0.002902797895524425,1.2,0.01206080306686228,1
2012,CA-27,2012-08-07,4.063200566994896,4.063200566994896,Incumbent,2,0.003535964900203116,0.00041385778557278223,1.2,0.0,0
2012,CA-28,2012-08-07,16.169126222614,16.169126222614,Incumbent,3,0.005559025531556966,2.9957495696692584e-05,1.2,0.0,0
2012,CA-29,2012-08-07,27.637639681993456,27.637639681993456,Challenger,3,0.002568028530161446,6.14143398428008e-05,1.2,0.0,0
2012,CA-30,2012-08-07,24.07935261980949,24.07935261980949,Incumbent,3,0.01937940165176381,0.00021088343660226306,1.2,9.948646429303374e-05,0
2012,CA-31,2012-08-07,16.10022520246681,16.10022520246681,Challenger,3,0.0029468912731036336,0.006174963011350591,1.2,0.0001345946983983518,0
2012,CA-32,2012-08-07,20.567593412917894,20.567593412917894,Incumbent,3,0.0026463621534077598,5.98860093232921e-05,1.2,0.0,0
2012,CA-33,2012-08-07,12.701667657858678,12.701667657858678,Incumbent,3,0.00390668950593297,5.741565626400264e-05,1.2,0.0,0
2012,CA-34,2012-08-07,34.29769394227007,34.29769394227007,Incumbent,3,0.007877740680870746,0.0,1.2,0.0,0
2012,CA-35,2012-08-07,14.526011827287176,14.526011827287176,Challenger,3,0.004247891908413557,2.105235115719788e-07,1.2,0.03755378181080795,1
2012,CA-36,2012-08-07,21.379065236746058,21.379065236746058,Challenger,3,0.0015622465589679932,0.006706385336202118,1.2,0.013942352600717599,1
2012,CA-37,2012-08-07,38.17115571896528,38.17115571896528,Incumbent,3,0.004202787035535749,0.00044108058085415487,1.2,0.0,0
2012,CA-39,2012-08-07,12.638332359465792,12.638332359465792,Incumbent,3,0.005433475975833306,0.017137681196162748,1.2,0.007482790713617284,1
2012,CA-40,2012-08-07,-2.3490241947268897,2.3490241947268897,Incumbent,0,0.002487235220380429,0.0,1.2,0.0,0
2012,CA-41,2012-08-07,-3.5498506287901357,3.5498506287901357,Open,-1,0.003605173101142327,0.0028854748280257173,1.2,0.0009635397970260006,0
2012,CA-42,2012-08-07,23.548646756052822,23.548646756052822,Challenger,3,0.00020635479517033432,0.004098397408483699,1.2,0.0,0
2012,CA-43,2012-08-07,33.66523654372313,33.66523654372313,Incumbent,3,0.0011370483630483554,0.0,1.2,0.0012280538175032097,1
2012,CA-44,2012-08-07,25.585392212203978,25.585392212203978,Incumbent,3,0.014873521109637727,3.5648647959521743e-07,1.2,0.0,0
2012,CA-45,2012-08-07,3.405664749834103,3.405664749834103,Challenger,1,0.001689240235806535,0.0051614924408165145,1.2,0.0,0
2012,CA-46,2012-08-07,16.58257586569293,16.58257586569293,Incumbent,3,0.003583266164877154,0.0004046045053196514,1.2,0.0,0
2012,CA-47,2012-08-07,3.120100066463399,3.120100066463399,Challenger,1,0.002064070050012042,0.004427996386576974,1.2,0.0,0
2012,CA-48,2012-08-07,-10.09708544488959,10.09708544488959,Challenger,-3,0.0,0.002680633837252593,1.2,0.0,0
2012,CA-49,2012-08-07,2.7222366320874105,2.7222366320874105,Challenger,0,0.00020410864965086903,0.004282186539321151,1.2,0.0,0
2012,CA-50,2012-08-07,14.071194061937565,14.071194061937565,Challenger,3,0.0005449364606298667,0.004296882413744449,1.2,0.0,0
2012,CA-51,2012-08-07,11.437344844143032,11.437344844143032,Open,3,0.004477886318523806,2.0754109515804243e-05,1.2,0.0,0
2012,CA-52,2012-08-07,20.016199703055122,20.016199703055122,Challenger,3,0.0,0.005442052984392764,1.2,0.02889589734617804,1
2012,CO-01,2012-08-07,28.762867479927927,28.762867479927927,Incumbent,3,0.004981713853049011,4.931078176649688e-05,1.2,5.308701216800197e-07,0
2012,CO-02,2012-08-07,16.877197454600925,16.877197454600925,Incumbent,3,0.006197123909145223,0.0017899797360404464,1.2,5.308701216800197e-07,0
2012,CO-03,2012-08-07,-7.619998140340705,7.619998140340705,Challenger,-2,0.0027519178000159038,0.004524435101992981,1.2,0.006054621245907192,1
2012,CO-04,2012-08-07,-13.921511275641516,13.921511275641516,Challenger,-3,0.0019672714095657503,0.004883012711628643,1.2,5.308701216808366e-07,0
2012,CO-06,2012-08-07,8.034491840473857,8.034491840473857,Challenger,2,0.0019732716805180707,0.0032128304675796814,1.2,0.03212740258254972,1
2012,CO-07,2012-08-07,2.769295170062125,2.769295170062125,Incumbent,1,0.004872713761093534,0.008724825958920018,1.2,0.016253273608236956,1
2012,CT-01,2012-08-07,11.526638530994981,11.526638530994981,Incumbent,3,0.009991909572327604,4.809339447357999e-05,1.2,0.0,0
2012,CT-02,2012-08-07,2.1286702699589153,2.1286702699589153,Incumbent,1,0.003250162742235748,0.0008369485007925768,1.2,0.0,0
2012,CT-03,2012-08-07,6.922120923630809,6.922120923630809,Incumbent,2,0.005508605711931509,0.00013301219316186523,1.2,0.0,0
2012,CT-04,2012-08-07,12.541705966334455,12.541705966334455,Incumbent,3,0.0040135897662095235,0.0019342213936585687,1.2,0.0,0
2012,CT-05,2012-08-07,2.141638010775665,2.141638010775665,Open,1,0.008905160398932575,0.009505056899412966,1.2,0.022506226036892445,1
2012,DE-00,2012-08-07,6.127682804332846,6.127682804332846,Incumbent,2,0.0024111242341947887,0.0,1.2,0.0,0
2012,FL-02,2012-08-07,-7.56900038068406,7.56900038068406,Challenger,-2,0.0007016662326054309,0.0040799686013277105,1.2,0.01167924365808586,1
2012,FL-03,2012-08-07,-9.079725707420678,9.079725707420678,Open,-2,0.0,0.005188742183107368,1.2,0.0,0
2012,FL-05,2012-08-07,-11.450101278446976,11.450101278446976,Incumbent,-2,0.002723064780835422,0.00011588175467624558,1.2,0.0,0
2012,FL-06,2012-08-07,-13.732136947426714,13.732136947426714,Challenger,-3,0.0006532478600044877,0.0019442839262901826,1.2,0.0,0
2012,FL-07,2012-08-07,-5.117554716684672,5.117554716684672,Challenger,-2,0.0002335149947942662,0.008522593845676798,1.2,0.0,0
2012,FL-08,2012-08-07,-11.553985107654771,11.553985107654771,Challenger,-3,0.0003250923714555577,0.00250750898541733,1.2,1.1320691311271596e-05,0
2012,FL-09,2012-08-07,9.587847940804794,9.587847940804794,Challenger,2,0.010973147379226422,0.0008902159316100612,1.2,9.742326370512606e-05,0
2012,FL-10,2012-08-07,14.832758363085407,14.832758363085407,Challenger,3,0.00349074964283074,0.002633900705361783,1.2,0.04602774837438582,1
2012,FL-11,2012-08-07,-8.31671764256397,8.31671764256397,Challenger,-3,0.0,0.002172524043978501,1.2,0.0,0
2012,FL-12,2012-08-07,-16.34021772390692,16.34021772390692,Challenger,-3,6.066340247702355e-05,0.00295328424057954,1.2,0.0,0
2012,FL-13,2012-08-07,-5.446031223054323,5.446031223054323,Challenger,-2,0.001339213880687415,0.003154542191360213,1.2,0.00031975251275903805,0
2012,FL-14,2012-08-07,8.855974120729392,8.855974120729392,Incumbent,3,0.002225104676926734,0.0,1.2,0.0,0
2012,FL-16,2012-08-07,-7.226442069336062,7.226442069336062,Challenger,-2,0.0020480643684742477,0.011570801523610556,1.2,0.001055379696506223,1
2012,FL-17,2012-08-07,-9.993020786991144,9.993020786991144,Open,-2,0.00016098957488321563,0.005599965828328858,1.2,0.0,0
2012,FL-18,2012-08-07,-12.982997177715792,12.982997177715792,Challenger,-3,0.01095479036058788,0.05344089517356943,1.2,0.03355658256311537,1
2012,FL-19,2012-08-07,-12.964311255917192,12.964311255917192,Challenger,-3,0.0008545316350025801,0.003590355333605829,1.2,0.0,0
2012,FL-20,2012-08-07,26.10346106505017,26.10346106505017,Incumbent,3,0.002322993758988465,0.004131500335966788,1.2,0.0,0
2012,FL-21,2012-08-07,-6.707063416602949,6.707063416602949,Incumbent,-1,0.0047087459100921105,0.0004952460347975015,1.2,0.0,0
2012,FL-22,2012-08-07,7.92701110812219,7.92701110812219,Challenger,2,0.0095581051050804,0.009679794782393893,1.2,0.0003144877407816469,0
2012,FL-23,2012-08-07,5.290088644609193,5.290088644609193,Incumbent,2,0.010261878818385674,0.0030790290217729325,1.2,0.0,0
2012,FL-24,2012-08-07,26.86007770418651,26.86007770418651,Incumbent,3,0.00273913712815188,3.4525855897804527e-06,1.2,0.0,0
2012,FL-25,2012-08-07,10.651298537769655,10.651298537769655,Challenger,2,0.0014121388040489254,0.0030146004764659484,1.2,1.1320691311271596e-05,0
2012,FL-26,2012-08-07,-5.3717735987451976,5.3717735987451976,Challenger,-2,0.0011254569385012023,0.0012799696172018983,1.2,0.003660890674761989,1
2012,FL-27,2012-08-07,2.7019707357899074,2.7019707357899074,Open,1,0.0,0.004731883777329443,1.2,0.00015566810190670687,0
2012,GA-01,2012-08-07,-9.338075294766407,9.338075294766407,Challenger,-3,0.00018410638976939218,0.003909117333242921,1.2,0.0,0
2012,GA-02,2012-08-07,3.2435955198042765,3.2435955198042765,Incumbent,2,0.00385459412967891,0.0007109053376087827,1.2,0.0,0
2012,GA-03,2012-08-07,-18.45277392927388,18.45277392927388,Challenger,-3,0.0,0.0060498400464358785,1.2,0.0,0
2012,GA-04,2012-08-07,26.368184394606217,26.368184394606217,Incumbent,3,0.0021759816119580554,6.859438455397085e-05,1.2,0.0,0
2012,GA-05,2012-08-07,31.892357754569606,31.892357754569606,Incumbent,3,0.005434813642225833,0.00011929665655745466,1.2,0.0,0
2012,GA-06,2012-08-07,-12.44589773553291,12.44589773553291,Challenger,-3,8.013079229009985e-05,0.007266281387040778,1.2,0.0,0
2012,GA-07,2012-08-07,8.481636073280551,8.481636073280551,Challenger,2,7.450441109433101e-05,0.00044963660723695934,1.2,0.0,0
2012,GA-08,2012-08-07,-16.510851096950546,16.510851096950546,Challenger,-3,0.00014814595648923235,0.0040522858823480576,1.2,0.0,0
2012,GA-09,2012-08-07,-23.031996818710944,23.031996818710944,Challenger,-3,4.834356657983136e-05,0.002795932161103769,1.2,0.0,0
2012,GA-11,2012-08-07,-12.045124653017183,12.045124653017183,Challenger,-3,6.240337930016596e-06,0.006066673295897662,1.2,0.0,0
2012,GA-12,2012-08-07,-7.63401355344136,7.63401355344136,Incumbent,-2,0.0037773858247764523,0.003517552584055534,1.2,0.017722623439696637,1
2012,GA-13,2012-08-07,27.507513349372736,27.507513349372736,Incumbent,3,0.003671051592048011,4.328131822057155e-05,1.2,0.0,0
2012,GA-14,2012-08-07,-22.307036948383235,22.307036948383235,Challenger,-3,3.887000855909231e-05,0.004683450457559179,1.2,0.0,0
2012,HI-01,2012-08-07,14.514952454064334,14.514952454064334,Incumbent,3,0.003895628951507497,0.0009646740977063503,1.2,0.0,0
2012,HI-02,2012-08-07,14.587435870590864,14.587435870590864,Incumbent,3,0.0,9.306753225070181e-06,1.2,0.0,0
2012,IA-01,2012-08-07,-3.23919947167052,3.23919947167052,Incumbent,0,0.005648957105579292,0.0018047527322434833,1.2,0.0016389607651887915,1
2012,IA-02,2012-08-07,-4.036017317545893,4.036017317545893,Incumbent,0,0.0019768298085616524,0.0024160132217040243,1.2,0.0005978867728644199,0
2012,IA-03,2012-08-07,-2.591819058935757,2.591819058935757,Incumbent,0,0.005389050953548867,0.00782415100873155,1.2,0.0018304141448140302,1
2012,IA-04,2012-08-07,-15.527668627078642,15.527668627078642,Challenger,-3,0.00859441506444164,0.007757907610405807,1.2,0.022807043222926645,1
2012,ID-01,2012-08-07,-22.463689738740225,22.463689738740225,Challenger,-3,0.0009420006453355445,0.002752044043948343,1.2,0.0,0
2012,ID-02,2012-08-07,-14.863293758937132,14.863293758937132,Challenger,-3,0.0002461323004133096,0.005744590849261553,1.2,0.0,0
2012,IL-01,2012-08-07,21.557606615631734,21.557606615631734,Incumbent,3,0.0023893292262632685,0.0003450788420736666,1.2,0.0,0
2012,IL-02,2012-08-07,19.498388941928752,19.498388941928752,Incumbent,3,0.0066643510189150915,0.0,1.2,0.0,0
2012,IL-03,2012-08-07,20.7490927090049,20.7490927090049,Incumbent,3,0.0026225586810013396,3.538731810715706e-05,1.2,0.0,0
2012,IL-04,2012-08-07,23.590651459594714,23.590651459594714,Incumbent,3,0.001986294805292921,1.6130872852675876e-05,1.2,0.0,0
2012,IL-05,2012-08-07,18.68377102039282,18.68377102039282,Incumbent,3,0.0025423970119295425,0.0,1.2,0.0,0
2012,IL-06,2012-08-07,3.3013832950879953,3.3013832950879953,Challenger,1,0.0012566342087362062,0.013551086022997103,1.2,0.0,0
2012,IL-07,2012-08-07,36.705380273468435,36.705380273468435,Incumbent,3,0.002665669264654026,0.0,1.2,0.0,0
2012,IL-08,2012-08-07,6.424280826815448,6.424280826815448,Challenger,1,0.012071448468922932,0.00735573879194054,1.2,0.005495823987449925,1
2012,IL-09,2012-08-07,20.158433724412745,20.158433724412745,Incumbent,3,0.006721369698010773,0.00014361261336554522,1.2,0.0,0
2012,IL-10,2012-08-07,11.04113176541972,11.04113176541972,Challenger,2,0.007370844274942853,0.006975006108994065,1.2,0.017757247890772362,1
